# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database 
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2025-10-30 12:55:20 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03451500 FRENCH BROAD RIVER AT ASHEVILLE, NC
# -----------------------------------------------------------------------------------
#
# Data provided for site 03451500
#            TS   parameter     Description
#        249448       00400     pH, water, unfiltered, field, standard units
#        249452       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#        249456       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        308772       63160     Stream water level elevation above NAVD 1988, in feet
#        350941       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU), FINAL
#         90197       00010     Temperature, water, degrees Celsius
#         90198       00060     Discharge, cubic feet per second
#         90199       00065     Gage height, feet
#         90202       00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     >  Actual value is known to be greater than reported value.
# 
agency_cd	site_no	datetime	tz_cd	249448_00400	249448_00400_cd	249452_00300	249452_00300_cd	249456_00095	249456_00095_cd	308772_63160	308772_63160_cd	350941_63680	350941_63680_cd	90197_00010	90197_00010_cd	90198_00060	90198_00060_cd	90199_00065	90199_00065_cd	90202_00045	90202_00045_cd
USGS	03451500	2024-09-27 09:00	EDT	6.6	A	7.4	A	40	A	1964.47	A	207	P	19.2	A	42000	A	14.54	A	0.30	A
USGS	03451500	2024-09-27 09:15	EDT	6.6	A	7.4	A	40	A	1964.71	A	201	P	19.2	A	43300	A	14.78	A	0.20	A
USGS	03451500	2024-09-27 09:30	EDT	6.6	A	7.4	A	41	A	1965.03	A	203	P	19.2	A	44900	A	15.10	A	0.09	A
USGS	03451500	2024-09-27 09:45	EDT	6.6	A	7.4	A	41	A	1965.17	A	196	P	19.3	A	45700	A	15.24	A	0.08	A
USGS	03451500	2024-09-27 10:00	EDT	6.6	A	7.4	A	40	A	1965.39	A			19.3	A	46900	A	15.46	A	0.03	A
USGS	03451500	2024-09-27 10:15	EDT	6.6	A	7.4	A	40	A	1965.62	A	241	P	19.3	A	48100	A	15.69	A	0.01	A
USGS	03451500	2024-09-27 10:30	EDT	6.6	A	7.4	A	40	A	1965.79	A	245	P	19.4	A	49100	A	15.86	A	0.00	A
USGS	03451500	2024-09-27 10:45	EDT	6.5	A	7.4	A	38	A	1966.08	A	341	P	19.4	A	50700	A	16.15	A	0.00	A
USGS	03451500	2024-09-27 11:00	EDT	6.5	A	7.4	A	37	A	1966.34	A	381	P	19.4	A	52200	A	16.41	A	0.00	A
USGS	03451500	2024-09-27 11:15	EDT	6.4	A	7.4	A	36	A	1966.63	A	312	P	19.4	A	53900	A	16.70	A	0.01	A
USGS	03451500	2024-09-27 11:30	EDT	6.4	A	7.4	A	36	A	1966.91	A	342	P	19.5	A	55600	A	16.98	A	0.01	A
USGS	03451500	2024-09-27 11:45	EDT	6.4	A	7.5	A	38	A	1967.26	A	339	P	19.5	A	57700	A	17.33	A	0.01	A
USGS	03451500	2024-09-27 12:00	EDT	6.6	A	7.5	A	36	A	1967.65	A	325	P	19.5	A	60100	A	17.72	A	0.00	A
USGS	03451500	2024-09-27 12:15	EDT	6.6	A	7.5	A	38	A	1968.01	A	344	P	19.6	A	62300	A	18.08	A	0.00	A
USGS	03451500	2024-09-27 12:30	EDT	6.6	A	7.5	A	37	A	1968.32	A	404	P	19.6	A	64300	A	18.39	A	0.00	A
USGS	03451500	2024-09-27 12:45	EDT	6.6	A	7.6	A	37	A	1968.70	A	440	P	19.6	A	66700	A	18.77	A	0.00	A
USGS	03451500	2024-09-27 13:00	EDT	6.6	A	7.6	A	37	A	1968.96	A	419	P	19.6	A	68500	A	19.03	A	0.00	A
USGS	03451500	2024-09-27 13:15	EDT	6.6	A	7.6	A	37	A	1969.35	A	453	P	19.6	A	71100	A	19.42	A	0.00	A
USGS	03451500	2024-09-27 13:30	EDT	6.6	A	7.6	A	37	A	1969.67	A	464	P	19.6	A	73300	A	19.74	A	0.00	A
USGS	03451500	2024-09-27 13:45	EDT	6.6	A	7.7	A	37	A	1970.07	A	636	P	19.6	A	76000	A	20.14	A	0.00	A
USGS	03451500	2024-09-27 14:00	EDT	6.6	A	7.7	A	37	A	1970.47	A	599	P	19.7	A	78900	A	20.54	A	0.00	A
USGS	03451500	2024-09-27 14:15	EDT	6.6	A	7.8	A	38	A	1970.82	A	633	P	19.7	A	81400	A	20.89	A	0.00	A
USGS	03451500	2024-09-27 14:30	EDT	6.6	A	7.8	A	39	A	1971.20	A	706	P	19.7	A	84200	A	21.27	A	0.00	A
USGS	03451500	2024-09-27 14:45	EDT	6.6	A	7.8	A	40	A	1971.69	A	770	P	19.7	A	87800	A	21.76	A	0.00	A
USGS	03451500	2024-09-27 15:00	EDT	6.6	A	7.8	A	41	A	1972.09	A	967	P	19.8	A	90900	A	22.16	A	0.00	A
USGS	03451500	2024-09-27 15:15	EDT	6.6	A	7.8	A	41	A	1972.52	A	970	P	19.8	A	94200	A	22.59	A	0.00	A
USGS	03451500	2024-09-27 15:30	EDT	6.5	A	7.8	A	40	A	1972.92	A	979	P	19.7	A	97400	A	22.99	A	0.00	A
USGS	03451500	2024-09-27 15:45	EDT	6.5	A	7.8	A	40	A	1973.28	A	1000	P:>	19.7	A	100000	A	23.35	A	0.00	A
USGS	03451500	2024-09-27 16:00	EDT	6.5	A	7.8	A	39	A	1973.70	A	1000	P:>	19.7	A	104000	A	23.77	A	0.00	A
USGS	03451500	2024-09-27 16:15	EDT	6.5	A	7.7	A	38	A	1973.86	A	1000	P:>	19.7	A	105000	A	23.93	A	0.00	A
USGS	03451500	2024-09-27 16:30	EDT	6.5	A	7.6	A	40	A	1974.19	A	1000	P:>	19.7	A	108000	A	24.26	A	0.00	A
USGS	03451500	2024-09-27 16:45	EDT	6.5	A	7.6	A	39	A	1974.35	A	1000	P:>	19.7	A	109000	A	24.42	A	0.00	A
USGS	03451500	2024-09-27 17:00	EDT	6.4	A	7.6	A	38	A	1974.53	A	1000	P:>	19.7	A	111000	A	24.60	A	0.00	A
USGS	03451500	2024-09-27 17:15	EDT	6.5	A	7.6	A	39	A	1974.51	A	1000	P:>	19.7	A	111000	A	24.58	A	0.00	A
USGS	03451500	2024-09-27 17:30	EDT	6.5	A	7.6	A	39	A	1974.60	A	1000	P:>	19.7	A	111000	A	24.67	A	0.00	A
USGS	03451500	2024-09-27 17:38	EDT							1974.75	A					113000	A	24.82	A		
USGS	03451500	2024-09-27 17:45	EDT	6.6	A	7.5	A	38	A	1974.58	A	1000	P:>	19.7	A	111000	A	24.65	A	0.00	A
USGS	03451500	2024-09-27 18:00	EDT	6.6	A	7.5	A	38	A	1974.59	A	1000	P:>	19.6	A	111000	A	24.66	A	0.00	A
USGS	03451500	2024-09-27 18:15	EDT	6.7	A	7.5	A	37	A	1974.54	A	1000	P:>	19.6	A	111000	A	24.61	A	0.00	A
USGS	03451500	2024-09-27 18:30	EDT	6.7	A	7.4	A	37	A	1974.52	A	1000	P:>	19.6	A	111000	A	24.59	A	0.00	A
USGS	03451500	2024-09-27 18:45	EDT	6.8	A	7.4	A	36	A	1974.40	A	1000	P:>	19.6	A	110000	A	24.47	A	0.00	A
USGS	03451500	2024-09-27 19:00	EDT	6.8	A	7.4	A	36	A	1974.30	A	1000	P:>	19.6	A	109000	A	24.37	A	0.00	A
USGS	03451500	2024-09-27 19:15	EDT	6.8	A	7.4	A	35	A	1974.19	A	1000	P:>	19.6	A	108000	A	24.26	A	0.00	A
USGS	03451500	2024-09-27 19:30	EDT	6.8	A	7.4	A	36	A	1974.14	A	1000	P:>	19.6	A	107000	A	24.21	A	0.00	A
USGS	03451500	2024-09-27 19:45	EDT	6.8	A	7.4	A	35	A	1973.92	A	1000	P:>	19.6	A	106000	A	23.99	A	0.00	A
USGS	03451500	2024-09-27 20:00	EDT	6.8	A	7.4	A	35	A	1973.83	A	1000	P:>	19.6	A	105000	A	23.90	A	0.00	A
USGS	03451500	2024-09-27 20:15	EDT	6.8	A	7.3	A	35	A	1973.71	A	934	P	19.6	A	104000	A	23.78	A	0.00	A
USGS	03451500	2024-09-27 20:30	EDT	6.8	A	7.3	A	34	A	1973.61	A	915	P	19.7	A	103000	A	23.68	A	0.00	A
USGS	03451500	2024-09-27 20:45	EDT	6.9	A	7.3	A	34	A	1973.47	A	949	P	19.6	A	102000	A	23.54	A	0.00	A
USGS	03451500	2024-09-27 21:00	EDT	6.9	A	7.2	A	32	A	1973.25	A	894	P	19.7	A	100000	A	23.32	A	0.00	A
USGS	03451500	2024-09-27 21:15	EDT	6.8	A	7.3	A	32	A	1973.08	A	866	P	19.6	A	98700	A	23.15	A	0.00	A
USGS	03451500	2024-09-27 21:30	EDT	6.8	A	7.3	A	32	A	1973.04	A	848	P	19.6	A	98300	A	23.11	A	0.00	A
USGS	03451500	2024-09-27 21:45	EDT	6.8	A	7.3	A	33	A	1972.87	A	852	P	19.6	A	97000	A	22.94	A	0.00	A
USGS	03451500	2024-09-27 22:00	EDT	6.8	A	7.2	A	33	A	1972.75	A	868	P	19.6	A	96000	A	22.82	A	0.00	A
USGS	03451500	2024-09-27 22:15	EDT	6.8	A	7.2	A	33	A	1972.61	A	781	P	19.6	A	94900	A	22.68	A	0.00	A
USGS	03451500	2024-09-27 22:30	EDT	6.8	A	7.2	A	33	A	1972.47	A	741	P	19.6	A	93800	A	22.54	A	0.00	A
USGS	03451500	2024-09-27 22:45	EDT	6.8	A	7.2	A	33	A	1972.40	A	714	P	19.6	A	93300	A	22.47	A	0.00	A
USGS	03451500	2024-09-27 23:00	EDT	6.8	A	7.1	A	33	A	1972.25	A	746	P	19.6	A	92100	A	22.32	A	0.00	A
USGS	03451500	2024-09-27 23:15	EDT	6.8	A	7.2	A	32	A	1972.18	A	770	P	19.6	A	91600	A	22.25	A	0.00	A
USGS	03451500	2024-09-27 23:30	EDT	6.8	A	7.1	A	32	A	1972.07	A	703	P	19.6	A	90800	A	22.14	A	0.00	A
USGS	03451500	2024-09-27 23:45	EDT	6.7	A	7.1	A	32	A	1971.93	A	740	P	19.6	A	89700	A	22.00	A	0.00	A
USGS	03451500	2024-09-28 00:00	EDT	6.7	A	7.1	A	32	A	1971.86	A	730	P	19.6	A	89200	A	21.93	A	0.00	A
USGS	03451500	2024-09-28 00:15	EDT	6.7	A	7.1	A	31	A	1971.81	A	709	P	19.6	A	88800	A	21.88	A	0.00	A
USGS	03451500	2024-09-28 00:30	EDT	6.7	A	7.1	A	31	A	1971.75	A	696	P	19.6	A	88300	A	21.82	A	0.00	A
USGS	03451500	2024-09-28 00:45	EDT	6.7	A	7.1	A	31	A	1971.60	A	699	P	19.6	A	87200	A	21.67	A	0.00	A
USGS	03451500	2024-09-28 01:00	EDT	6.7	A	7.1	A	31	A	1971.52	A	685	P	19.6	A	86600	A	21.59	A	0.00	A
USGS	03451500	2024-09-28 01:15	EDT	6.7	A	7.1	A	30	A	1971.46	A	651	P	19.6	A	86100	A	21.53	A	0.00	A
USGS	03451500	2024-09-28 01:30	EDT	6.7	A	7.1	A	30	A	1971.43	A	658	P	19.6	A	85900	A	21.50	A	0.00	A
USGS	03451500	2024-09-28 01:45	EDT	6.7	A	7.0	A	30	A	1971.38	A	630	P	19.6	A	85500	A	21.45	A	0.00	A
USGS	03451500	2024-09-28 02:00	EDT	6.7	A	7.0	A	30	A	1971.25	A	617	P	19.6	A	84500	A	21.32	A	0.00	A
USGS	03451500	2024-09-28 02:15	EDT	6.7	A	7.0	A	30	A	1971.14	A	597	P	19.6	A	83700	A	21.21	A	0.00	A
USGS	03451500	2024-09-28 02:30	EDT	6.6	A	7.0	A	30	A	1971.14	A	623	P	19.6	A	83700	A	21.21	A	0.00	A
USGS	03451500	2024-09-28 02:45	EDT	6.6	A	7.0	A	30	A	1971.05	A	622	P	19.6	A	83100	A	21.12	A	0.00	A
USGS	03451500	2024-09-28 03:00	EDT	6.6	A	7.0	A	30	A	1970.98	A	631	P	19.6	A	82500	A	21.05	A	0.00	A
USGS	03451500	2024-09-28 03:15	EDT	6.6	A	7.0	A	29	A	1970.91	A	608	P	19.6	A	82000	A	20.98	A	0.00	A
USGS	03451500	2024-09-28 03:30	EDT	6.6	A	7.0	A	29	A	1970.82	A	587	P	19.6	A	81400	A	20.89	A	0.00	A
USGS	03451500	2024-09-28 03:45	EDT	6.6	A	7.0	A	29	A	1970.72	A	573	P	19.6	A	80700	A	20.79	A	0.00	A
USGS	03451500	2024-09-28 04:00	EDT	6.6	A	7.0	A	29	A	1970.69	A	591	P	19.5	A	80400	A	20.76	A	0.00	A
USGS	03451500	2024-09-28 04:15	EDT	6.6	A	7.0	A	29	A	1970.60	A	585	P	19.6	A	79800	A	20.67	A	0.00	A
USGS	03451500	2024-09-28 04:30	EDT	6.6	A	7.0	A	29	A	1970.48	A	568	P	19.5	A	78900	A	20.55	A	0.00	A
USGS	03451500	2024-09-28 04:45	EDT	6.6	A	7.0	A	29	A	1970.52	A	565	P	19.5	A	79200	A	20.59	A	0.00	A
USGS	03451500	2024-09-28 05:00	EDT	6.6	A	6.9	A	29	A	1970.44	A	584	P	19.5	A	78700	A	20.51	A	0.00	A
USGS	03451500	2024-09-28 05:15	EDT	6.6	A	6.9	A	29	A	1970.36	A	565	P	19.5	A	78100	A	20.43	A	0.00	A
USGS	03451500	2024-09-28 05:30	EDT	6.6	A	6.9	A	29	A	1970.26	A	537	P	19.5	A	77400	A	20.33	A	0.00	A
USGS	03451500	2024-09-28 05:45	EDT	6.6	A	6.9	A	29	A	1970.20	A	544	P	19.5	A	77000	A	20.27	A	0.00	A
USGS	03451500	2024-09-28 06:00	EDT	6.6	A	6.9	A	29	A	1970.13	A	540	P	19.5	A	76500	A	20.20	A	0.00	A
USGS	03451500	2024-09-28 06:15	EDT	6.6	A	6.9	A	29	A	1970.01	A	508	P	19.5	A	75600	A	20.08	A	0.00	A
USGS	03451500	2024-09-28 06:30	EDT	6.6	A	6.9	A	29	A	1969.97	A	524	P	19.5	A	75400	A	20.04	A	0.00	A
USGS	03451500	2024-09-28 06:45	EDT	6.6	A	6.9	A	29	A	1969.87	A	495	P	19.5	A	74700	A	19.94	A	0.00	A
USGS	03451500	2024-09-28 07:00	EDT	6.6	A	6.9	A	29	A	1969.78	A	508	P	19.5	A	74100	A	19.85	A	0.00	A
USGS	03451500	2024-09-28 07:15	EDT	6.6	A	6.9	A	29	A	1969.76	A	492	P	19.5	A	73800	A	19.83	A	0.00	A
USGS	03451500	2024-09-28 07:30	EDT	6.6	A	6.9	A	29	A	1969.74	A	489	P	19.5	A	73700	A	19.81	A	0.00	A
USGS	03451500	2024-09-28 07:45	EDT	6.6	A	6.9	A	28	A	1969.57	A	476	P	19.4	A	72500	A	19.64	A	0.00	A
USGS	03451500	2024-09-28 08:00	EDT	6.6	A	6.9	A	28	A	1969.57	A	465	P	19.4	A	72600	A	19.64	A	0.00	A
USGS	03451500	2024-09-28 08:15	EDT	6.6	A	6.9	A	28	A	1969.51	A	457	P	19.4	A	72100	A	19.58	A	0.00	A
USGS	03451500	2024-09-28 08:30	EDT	6.5	A	6.8	A	28	A	1969.40	A	452	P	19.4	A	71400	A	19.47	A	0.00	A
USGS	03451500	2024-09-28 08:45	EDT	6.6	A	6.9	A	29	A	1969.35	A	451	P	19.4	A	71100	A	19.42	A	0.00	A
USGS	03451500	2024-09-28 09:00	EDT	6.6	A	6.9	A	29	A	1969.35	A	428	P	19.4	A	71100	A	19.42	A	0.00	A
USGS	03451500	2024-09-28 09:15	EDT	6.6	A	6.9	A	28	A	1969.14	A	414	P	19.4	A	69700	A	19.21	A	0.00	A
USGS	03451500	2024-09-28 09:30	EDT	6.6	A	6.8	A	29	A	1969.11	A	416	P	19.4	A	69500	A	19.18	A	0.00	A
USGS	03451500	2024-09-28 09:45	EDT	6.5	A	6.8	A	28	A	1969.09	A	392	P	19.4	A	69300	A	19.16	A	0.00	A
USGS	03451500	2024-09-28 10:00	EDT	6.6	A	6.8	A	28	A	1969.02	A	394	P	19.4	A	68900	A	19.09	A	0.00	A
USGS	03451500	2024-09-28 10:15	EDT	6.5	A	6.8	A	28	A	1968.98	A	375	P	19.4	A	68600	A	19.05	A	0.00	A
USGS	03451500	2024-09-28 10:30	EDT	6.5	A	6.8	A	28	A	1968.85	A	375	P	19.4	A	67700	A	18.92	A	0.00	A
USGS	03451500	2024-09-28 10:45	EDT	6.5	A	6.8	A	28	A	1968.83	A	357	P	19.4	A	67600	A	18.90	A	0.00	A
USGS	03451500	2024-09-28 11:00	EDT	6.5	A	6.8	A	28	A	1968.72	A	369	P	19.4	A	66900	A	18.79	A	0.00	A
USGS	03451500	2024-09-28 11:15	EDT	6.5	A	6.8	A	28	A	1968.72	A	361	P	19.4	A	66900	A	18.79	A	0.00	A
USGS	03451500	2024-09-28 11:30	EDT	6.6	A	6.8	A	28	A	1968.68	A	344	P	19.4	A	66600	A	18.75	A	0.00	A
USGS	03451500	2024-09-28 11:45	EDT	6.5	A	6.8	A	28	A	1968.47	A	338	P	19.4	A	65300	A	18.54	A	0.00	A
USGS	03451500	2024-09-28 12:00	EDT	6.5	A	6.8	A	28	A	1968.45	A	341	P	19.4	A	65100	A	18.52	A	0.00	A
USGS	03451500	2024-09-28 12:15	EDT	6.6	A	6.8	A	28	A	1968.41	A	307	P	19.4	A	64900	A	18.48	A	0.00	A
USGS	03451500	2024-09-28 12:30	EDT	6.6	A	6.9	A	27	A	1968.36	A	314	P	19.4	A	64600	A	18.43	A	0.00	A
USGS	03451500	2024-09-28 12:45	EDT	6.6	A	6.9	A	28	A	1968.32	A	309	P	19.4	A	64300	A	18.39	A	0.00	A
USGS	03451500	2024-09-28 13:00	EDT	6.5	A	6.8	A	27	A	1968.28	A	295	P	19.4	A	64000	A	18.35	A	0.00	A
USGS	03451500	2024-09-28 13:15	EDT	6.5	A	6.9	A	27	A	1968.18	A	297	P	19.4	A	63400	A	18.25	A	0.00	A
USGS	03451500	2024-09-28 13:30	EDT	6.6	A	6.8	A	27	A	1968.08	A	286	P	19.4	A	62700	A	18.15	A	0.00	A
USGS	03451500	2024-09-28 13:45	EDT	6.5	A	6.8	A	27	A	1968.06	A	278	P	19.4	A	62600	A	18.13	A	0.00	A
USGS	03451500	2024-09-28 14:00	EDT	6.5	A	6.8	A	27	A	1968.02	A	279	P	19.4	A	62400	A	18.09	A	0.00	A
USGS	03451500	2024-09-28 14:15	EDT	6.5	A	6.8	A	26	A	1967.93	A	274	P	19.4	A	61800	A	18.00	A	0.00	A
USGS	03451500	2024-09-28 14:30	EDT	6.5	A	6.8	A	26	A	1967.89	A	260	P	19.4	A	61500	A	17.96	A	0.00	A
USGS	03451500	2024-09-28 14:45	EDT	6.5	A	6.8	A	26	A	1967.82	A	284	P	19.4	A	61100	A	17.89	A	0.00	A
USGS	03451500	2024-09-28 15:00	EDT	6.6	A	6.8	A	26	A	1967.75	A	250	P	19.4	A	60700	A	17.82	A	0.00	A
USGS	03451500	2024-09-28 15:15	EDT	6.5	A	6.8	A	26	A	1967.69	A	256	P	19.4	A	60300	A	17.76	A	0.00	A
USGS	03451500	2024-09-28 15:30	EDT	6.5	A	6.8	A	26	A	1967.62	A	251	P	19.4	A	59900	A	17.69	A	0.00	A
USGS	03451500	2024-09-28 15:45	EDT	6.5	A	6.8	A	26	A	1967.56	A	254	P	19.4	A	59500	A	17.63	A	0.00	A
USGS	03451500	2024-09-28 16:00	EDT	6.5	A	6.8	A	26	A	1967.57	A	234	P	19.4	A	59600	A	17.64	A	0.00	A
USGS	03451500	2024-09-28 16:15	EDT	6.5	A	6.8	A	26	A	1967.40	A	238	P	19.4	A	58500	A	17.47	A	0.00	A
USGS	03451500	2024-09-28 16:30	EDT	6.5	A	6.8	A	25	A			234	P	19.4	A					0.00	A
USGS	03451500	2024-09-28 16:45	EDT	6.5	A	6.8	A	26	A	1967.38	A	235	P	19.4	A	58400	A	17.45	A	0.00	A
USGS	03451500	2024-09-28 17:00	EDT	6.5	A	6.8	A	25	A	1967.26	A	231	P	19.4	A	57700	A	17.33	A	0.00	A
USGS	03451500	2024-09-28 17:15	EDT	6.5	A	6.8	A	25	A	1967.27	A	219	P	19.4	A	57700	A	17.34	A	0.00	A
USGS	03451500	2024-09-28 17:30	EDT	6.5	A	6.8	A	25	A	1967.21	A	217	P	19.4	A	57400	A	17.28	A	0.00	A
USGS	03451500	2024-09-28 17:45	EDT	6.5	A	6.8	A	25	A	1967.17	A	221	P	19.4	A	57100	A	17.24	A	0.00	A
USGS	03451500	2024-09-28 18:00	EDT	6.5	A	6.8	A	25	A	1967.14	A	217	P	19.4	A	56900	A	17.21	A	0.00	A
USGS	03451500	2024-09-28 18:15	EDT	6.5	A	6.8	A	25	A	1967.00	A	215	P	19.4	A	56100	A	17.07	A	0.00	A
USGS	03451500	2024-09-28 18:30	EDT	6.5	A	6.8	A	25	A	1966.98	A	215	P	19.4	A	55900	A	17.05	A	0.00	A
USGS	03451500	2024-09-28 18:45	EDT	6.5	A	6.8	A	25	A	1966.96	A	208	P	19.4	A	55800	A	17.03	A	0.00	A
USGS	03451500	2024-09-28 19:00	EDT	6.5	A	6.8	A	25	A	1966.95	A	209	P	19.4	A	55800	A	17.02	A	0.00	A
USGS	03451500	2024-09-28 19:15	EDT	6.5	A	6.8	A	24	A	1966.71	A	198	P	19.4	A	54400	A	16.78	A	0.00	A
USGS	03451500	2024-09-28 19:30	EDT	6.5	A	6.8	A	24	A	1966.76	A	196	P	19.4	A	54700	A	16.83	A	0.00	A
USGS	03451500	2024-09-28 19:45	EDT	6.5	A	6.8	A	25	A	1966.71	A	193	P	19.4	A	54400	A	16.78	A	0.00	A
USGS	03451500	2024-09-28 20:00	EDT	6.5	A	6.8	A	24	A	1966.63	A	198	P	19.4	A	53900	A	16.70	A	0.00	A
USGS	03451500	2024-09-28 20:15	EDT	6.5	A	6.8	A	24	A	1966.60	A	194	P	19.4	A	53700	A	16.67	A	0.00	A
USGS	03451500	2024-09-28 20:30	EDT	6.5	A	6.8	A	24	A	1966.54	A	188	P	19.4	A	53400	A	16.61	A	0.00	A
USGS	03451500	2024-09-28 20:45	EDT	6.5	A	6.8	A	24	A	1966.45	A	185	P	19.4	A	52800	A	16.52	A	0.00	A
USGS	03451500	2024-09-28 21:00	EDT	6.5	A	6.8	A	24	A	1966.45	A	187	P	19.4	A	52900	A	16.52	A	0.00	A
USGS	03451500	2024-09-28 21:15	EDT	6.5	A	6.8	A	24	A	1966.34	A	172	P	19.4	A	52200	A	16.41	A	0.00	A
USGS	03451500	2024-09-28 21:30	EDT	6.5	A	6.8	A	24	A	1966.32	A	176	P	19.4	A	52100	A	16.39	A	0.00	A
USGS	03451500	2024-09-28 21:45	EDT	6.5	A	6.7	A	24	A	1966.27	A	178	P	19.4	A	51800	A	16.34	A	0.00	A
USGS	03451500	2024-09-28 22:00	EDT	6.5	A	6.7	A	24	A	1966.19	A	174	P	19.4	A	51400	A	16.26	A	0.00	A
USGS	03451500	2024-09-28 22:15	EDT	6.5	A	6.7	A	24	A	1966.18	A	175	P	19.4	A	51300	A	16.25	A	0.00	A
USGS	03451500	2024-09-28 22:30	EDT	6.5	A	6.7	A	24	A	1966.15	A	167	P	19.4	A	51100	A	16.22	A	0.00	A
USGS	03451500	2024-09-28 22:45	EDT	6.5	A	6.7	A	24	A	1966.07	A	172	P	19.4	A	50700	A	16.14	A	0.00	A
USGS	03451500	2024-09-28 23:00	EDT	6.5	A	6.7	A	24	A	1965.97	A	180	P	19.4	A	50100	A	16.04	A	0.00	A
USGS	03451500	2024-09-28 23:15	EDT	6.5	A	6.7	A	24	A	1965.93	A	160	P	19.4	A	49900	A	16.00	A	0.00	A
USGS	03451500	2024-09-28 23:30	EDT	6.5	A	6.7	A	24	A	1965.90	A	163	P	19.4	A	49700	A	15.97	A	0.00	A
USGS	03451500	2024-09-28 23:45	EDT	6.5	A	6.7	A	24	A	1965.87	A	167	P	19.4	A	49500	A	15.94	A	0.00	A
USGS	03451500	2024-09-29 00:00	EDT	6.5	A	6.7	A	24	A	1965.78	A	161	P	19.4	A	49000	A	15.85	A	0.00	A
USGS	03451500	2024-09-29 00:15	EDT	6.5	A	6.7	A	24	A	1965.73	A	157	P	19.4	A	48700	A	15.80	A	0.00	A
USGS	03451500	2024-09-29 00:30	EDT	6.5	A	6.7	A	24	A	1965.74	A	155	P	19.4	A	48800	A	15.81	A	0.00	A
USGS	03451500	2024-09-29 00:45	EDT	6.5	A	6.7	A	24	A	1965.66	A	151	P	19.4	A	48400	A	15.73	A	0.00	A
USGS	03451500	2024-09-29 01:00	EDT	6.5	A	6.7	A	24	A	1965.59	A	158	P	19.4	A	48000	A	15.66	A	0.00	A
USGS	03451500	2024-09-29 01:15	EDT	6.5	A	6.7	A	24	A	1965.51	A	147	P	19.3	A	47500	A	15.58	A	0.00	A
USGS	03451500	2024-09-29 01:30	EDT	6.5	A	6.7	A	24	A	1965.49	A	151	P	19.3	A	47400	A	15.56	A	0.00	A
USGS	03451500	2024-09-29 01:45	EDT	6.5	A	6.7	A	24	A	1965.42	A	147	P	19.3	A	47000	A	15.49	A	0.00	A
USGS	03451500	2024-09-29 02:00	EDT	6.5	A	6.7	A	24	A	1965.32	A	143	P	19.3	A	46500	A	15.39	A	0.00	A
USGS	03451500	2024-09-29 02:15	EDT	6.4	A	6.6	A	24	A	1965.36	A	148	P	19.3	A	46700	A	15.43	A	0.00	A
USGS	03451500	2024-09-29 02:30	EDT	6.5	A	6.6	A	24	A	1965.24	A	142	P	19.3	A	46100	A	15.31	A	0.00	A
USGS	03451500	2024-09-29 02:45	EDT	6.4	A	6.6	A	24	A	1965.21	A	142	P	19.3	A	45900	A	15.28	A	0.00	A
USGS	03451500	2024-09-29 03:00	EDT	6.5	A	6.6	A	24	A	1965.11	A	139	P	19.3	A	45400	A	15.18	A	0.00	A
USGS	03451500	2024-09-29 03:15	EDT	6.5	A	6.6	A	24	A	1965.10	A	136	P	19.3	A	45300	A	15.17	A	0.00	A
USGS	03451500	2024-09-29 03:30	EDT	6.4	A	6.6	A	24	A	1965.02	A	134	P	19.3	A	44900	A	15.09	A	0.00	A
USGS	03451500	2024-09-29 03:45	EDT	6.5	A	6.6	A	24	A	1964.94	A	129	P	19.2	A	44500	A	15.01	A	0.00	A
USGS	03451500	2024-09-29 04:00	EDT	6.5	A	6.6	A	24	A	1964.95	A	126	P	19.2	A	44500	A	15.02	A	0.00	A
USGS	03451500	2024-09-29 04:15	EDT	6.5	A	6.6	A	24	A	1964.90	A	127	P	19.2	A	44300	A	14.97	A	0.00	A
USGS	03451500	2024-09-29 04:30	EDT	6.5	A	6.6	A	23	A	1964.86	A	132	P	19.2	A	44100	A	14.93	A	0.00	A
USGS	03451500	2024-09-29 04:45	EDT	6.5	A	6.6	A	24	A	1964.77	A	128	P	19.2	A	43600	A	14.84	A	0.00	A
USGS	03451500	2024-09-29 05:00	EDT	6.5	A	6.6	A	24	A	1964.74	A	130	P	19.2	A	43400	A	14.81	A	0.00	A
USGS	03451500	2024-09-29 05:15	EDT	6.5	A	6.6	A	24	A	1964.68	A	127	P	19.2	A	43100	A	14.75	A	0.00	A
USGS	03451500	2024-09-29 05:30	EDT	6.5	A	6.6	A	24	A	1964.57	A	124	P	19.2	A	42500	A	14.64	A	0.00	A
